,id,entry name,protein_names,tissue_specificity
104,O14556,G3PT_HUMAN,"Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)",TISSUE SPECIFICITY: Testis specific.
105,O14594,NCAN_HUMAN,Neurocan core protein (Chondroitin sulfate proteoglycan 3),TISSUE SPECIFICITY: Detected in cerebrospinal fluid (at protein level) (PubMed:25326458). Brain. {ECO:0000269|PubMed:25326458}.
106,O14613,BORG1_HUMAN,Cdc42 effector protein 2 (Binder of Rho GTPases 1),TISSUE SPECIFICITY: Highly expressed in the heart. Weakly expressed in the pancreas and liver. {ECO:0000269|PubMed:10490598}.
107,O14646,CHD1_HUMAN,Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1),"TISSUE SPECIFICITY: Expressed in many tissues including in the brain, where the highest level of expression is found in the cerebellum and basal ganglia. {ECO:0000269|PubMed:28866611}."
108,O14654,IRS4_HUMAN,Insulin receptor substrate 4 (IRS-4) (160 kDa phosphotyrosine protein) (py160) (Phosphoprotein of 160 kDa) (pp160),"TISSUE SPECIFICITY: Expressed in myoblasts. Expressed in liver and hepatocellular carcinoma. {ECO:0000269|PubMed:12639902, ECO:0000269|PubMed:17408801}."
109,O14672,ADA10_HUMAN,Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c),"TISSUE SPECIFICITY: Expressed in the brain (at protein level) (PubMed:23676497). Expressed in spleen, lymph node, thymus, peripheral blood leukocyte, bone marrow, cartilage, chondrocytes and fetal liver (PubMed:11511685, PubMed:9016778). {ECO:0000269|PubMed:11511685, ECO:0000269|PubMed:23676497, ECO:0000269|PubMed:9016778}."
110,O14684,PTGES_HUMAN,Prostaglandin E synthase (EC 5.3.99.3) (Glutathione peroxidase PTGES) (EC 1.11.1.-) (Glutathione transferase PTGES) (EC 2.5.1.18) (Microsomal glutathione S-transferase 1-like 1) (MGST1-L1) (Microsomal prostaglandin E synthase 1) (MPGES-1) (p53-induced gene 12 protein),
111,O14686,KMT2D_HUMAN,Histone-lysine N-methyltransferase 2D (Lysine N-methyltransferase 2D) (EC 2.1.1.364) (ALL1-related protein) (Myeloid/lymphoid or mixed-lineage leukemia protein 2),"TISSUE SPECIFICITY: Expressed in most adult tissues, including a variety of hematoipoietic cells, with the exception of the liver."
112,O14732,IMPA2_HUMAN,Inositol monophosphatase 2 (IMP 2) (IMPase 2) (EC 3.1.3.25) (Inositol-1(or 4)-monophosphatase 2) (Myo-inositol monophosphatase A2),
113,O14733,MP2K7_HUMAN,Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (Stress-activated protein kinase kinase 4) (SAPK kinase 4) (SAPKK-4) (SAPKK4) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2),"TISSUE SPECIFICITY: Ubiquitous; with highest level of expression in skeletal muscle. Isoform 3 is found at low levels in placenta, fetal liver, and skeletal muscle. {ECO:0000269|PubMed:16442502, ECO:0000269|PubMed:9372971, ECO:0000269|PubMed:9535930}."
114,O14745,NHRF1_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 (NHERF-1) (Ezrin-radixin-moesin-binding phosphoprotein 50) (EBP50) (Regulatory cofactor of Na(+)/H(+) exchanger) (Sodium-hydrogen exchanger regulatory factor 1) (Solute carrier family 9 isoform A3 regulatory factor 1),"TISSUE SPECIFICITY: Detected in liver, kidney, pancreas, prostate, spleen, small intestine and placenta, in particular in the syncytiotrophoblast. {ECO:0000269|PubMed:9096337, ECO:0000269|PubMed:9314537}."
115,O14756,H17B6_HUMAN,17-beta-hydroxysteroid dehydrogenase type 6 (17-beta-HSD 6) (17-beta-HSD6) (EC 1.1.1.105) (EC 1.1.1.209) (EC 1.1.1.239) (EC 1.1.1.53) (EC 1.1.1.62) (3-alpha->beta-hydroxysteroid epimerase) (3-alpha->beta-HSE) (Oxidative 3-alpha hydroxysteroid dehydrogenase) (Short chain dehydrogenase/reductase family 9C member 6),"TISSUE SPECIFICITY: Detected in liver and prostate (at protein level). Detected in adult liver, lung, brain, placenta, prostate, adrenal gland, testis, mammary gland, spleen, spinal cord and uterus. Detected in caudate nucleus, and at lower levels in amygdala, corpus callosum, hippocampus, substantia nigra and thalamus. Detected in fetal lung, liver and brain. {ECO:0000269|PubMed:10896656, ECO:0000269|PubMed:9188497}."
116,O14791,APOL1_HUMAN,Apolipoprotein L1 (Apolipoprotein L) (Apo-L) (ApoL) (Apolipoprotein L-I) (ApoL-I),"TISSUE SPECIFICITY: Plasma. Found on APOA-I-containing high density lipoprotein (HDL3). Expressed in pancreas, lung, prostate, liver, placenta and spleen."
117,O14802,RPC1_HUMAN,DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (DNA-directed RNA polymerase III subunit A) (RNA polymerase III 155 kDa subunit) (RPC155) (RNA polymerase III subunit C160),"TISSUE SPECIFICITY: Expressed in the brain, in the cortex and the white matter (at protein level). {ECO:0000269|PubMed:21855841}."
118,O14807,RASM_HUMAN,Ras-related protein M-Ras (EC 3.6.5.2) (Ras-related protein R-Ras3),TISSUE SPECIFICITY: Expression highly restricted to the brain and heart.
119,O14818,PSA7_HUMAN,Proteasome subunit alpha type-7 (Proteasome subunit RC6-1) (Proteasome subunit XAPC7) (Proteasome subunit alpha-4) (alpha-4),
120,O14828,SCAM3_HUMAN,Secretory carrier-associated membrane protein 3 (Secretory carrier membrane protein 3),"TISSUE SPECIFICITY: Widely expressed, with highest expression in heart and skeletal muscle."
121,O14841,OPLA_HUMAN,5-oxoprolinase (EC 3.5.2.9) (5-oxo-L-prolinase) (5-OPase) (Pyroglutamase),
122,O14879,IFIT3_HUMAN,Interferon-induced protein with tetratricopeptide repeats 3 (IFIT-3) (CIG49) (ISG-60) (Interferon-induced 60 kDa protein) (IFI-60K) (Interferon-induced protein with tetratricopeptide repeats 4) (IFIT-4) (Retinoic acid-induced gene G protein) (P60) (RIG-G),"TISSUE SPECIFICITY: Expression significantly higher in peripheral blood mononuclear cells (PBMCs) and monocytes from systemic lupus erythematosus (SLE) patients than in those from healthy individuals (at protein level). Spleen, lung, leukocytes, lymph nodes, placenta, bone marrow and fetal liver. {ECO:0000269|PubMed:18706081}."
123,O14896,IRF6_HUMAN,Interferon regulatory factor 6 (IRF-6),TISSUE SPECIFICITY: Expressed in normal mammary epithelial cells. Expression is reduced or absent in breast carcinomas. {ECO:0000269|PubMed:16049006}.
124,O14907,TX1B3_HUMAN,Tax1-binding protein 3 (Glutaminase-interacting protein 3) (Tax interaction protein 1) (TIP-1) (Tax-interacting protein 1),"TISSUE SPECIFICITY: Ubiquitous. Detected in brain, heart, kidney, lung, small intestine and skeletal muscle. Detected in various cell lines including HeLa. Weakly expressed in peripheral blood leukocytes. {ECO:0000269|PubMed:10940294, ECO:0000269|PubMed:16855024, ECO:0000269|PubMed:25645515}."
125,O14929,HAT1_HUMAN,Histone acetyltransferase type B catalytic subunit (EC 2.3.1.48) (Histone acetyltransferase 1),
126,O14939,PLD2_HUMAN,Phospholipase D2 (PLD 2) (hPLD2) (EC 3.1.4.4) (Choline phosphatase 2) (PLD1C) (Phosphatidylcholine-hydrolyzing phospholipase D2),TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:9582313}.
127,O14958,CASQ2_HUMAN,"Calsequestrin-2 (Calsequestrin, cardiac muscle isoform)",
128,O14966,RAB7L_HUMAN,Ras-related protein Rab-7L1 (Rab-7-like protein 1) (Ras-related protein Rab-29),TISSUE SPECIFICITY: Ubiquitous. {ECO:0000269|PubMed:24788816}.
129,O14967,CLGN_HUMAN,Calmegin,TISSUE SPECIFICITY: Detected in testis (at protein level). Detected in testis. {ECO:0000269|PubMed:9434179}.
130,O14976,GAK_HUMAN,Cyclin-G-associated kinase (EC 2.7.11.1) (DnaJ homolog subfamily C member 26),TISSUE SPECIFICITY: Ubiquitous. Highest in testis.
131,O14980,XPO1_HUMAN,Exportin-1 (Exp1) (Chromosome region maintenance 1 protein homolog),"TISSUE SPECIFICITY: Expressed in heart, brain, placenta, lung, liver, skeletal muscle, pancreas, spleen, thymus, prostate, testis, ovary, small intestine, colon and peripheral blood leukocytes. Not expressed in the kidney. {ECO:0000269|PubMed:9049309, ECO:0000269|PubMed:9368044}."
132,O14983,AT2A1_HUMAN,"Sarcoplasmic/endoplasmic reticulum calcium ATPase 1 (SERCA1) (SR Ca(2+)-ATPase 1) (EC 7.2.2.10) (Calcium pump 1) (Calcium-transporting ATPase sarcoplasmic reticulum type, fast twitch skeletal muscle isoform) (Endoplasmic reticulum class 1/2 Ca(2+) ATPase)","TISSUE SPECIFICITY: Skeletal muscle, fast twitch muscle (type II) fibers. {ECO:0000269|PubMed:8825625}."
133,O15020,SPTN2_HUMAN,"Spectrin beta chain, non-erythrocytic 2 (Beta-III spectrin) (Spinocerebellar ataxia 5 protein)","TISSUE SPECIFICITY: Highly expressed in brain, kidney, pancreas, and liver, and at lower levels in lung and placenta."
134,O15031,PLXB2_HUMAN,Plexin-B2 (MM1),
135,O15040,TCPR2_HUMAN,Tectonin beta-propeller repeat-containing protein 2 (WD repeat-containing protein KIAA0329/KIAA0297),TISSUE SPECIFICITY: Detected in skin fibroblast (at protein level). {ECO:0000269|PubMed:23176824}.
136,O15047,SET1A_HUMAN,Histone-lysine N-methyltransferase SETD1A (EC 2.1.1.364) (Lysine N-methyltransferase 2F) (SET domain-containing protein 1A) (hSET1A) (Set1/Ash2 histone methyltransferase complex subunit SET1),
137,O15061,SYNEM_HUMAN,Synemin (Desmuslin),"TISSUE SPECIFICITY: Isoform 2 is strongly detected in adult heart, fetal skeletal muscles and fetal heart. Isoform 1 is weakly detected in fetal heart and also in fetal skeletal muscle. Isoform 1 and isoform 2 are detected in adult bladder (at protein level). The mRNA is predominantly expressed in heart and muscle with some expression in brain which may be due to tissue-specific isoforms. {ECO:0000269|PubMed:11353857, ECO:0000269|PubMed:11737198}."
138,O15066,KIF3B_HUMAN,"Kinesin-like protein KIF3B (HH0048) (Microtubule plus end-directed kinesin motor 3B) [Cleaved into: Kinesin-like protein KIF3B, N-terminally processed]",
139,O15067,PUR4_HUMAN,Phosphoribosylformylglycinamidine synthase (FGAM synthase) (FGAMS) (EC 6.3.5.3) (Formylglycinamide ribonucleotide amidotransferase) (FGAR amidotransferase) (FGAR-AT) (Formylglycinamide ribotide amidotransferase) (Phosphoribosylformylglycineamide amidotransferase),
140,O15075,DCLK1_HUMAN,Serine/threonine-protein kinase DCLK1 (EC 2.7.11.1) (Doublecortin domain-containing protein 3A) (Doublecortin-like and CAM kinase-like 1) (Doublecortin-like kinase 1),"TISSUE SPECIFICITY: In fetal tissues, highly expressed in brain, detectable in lung and liver, but not in kidney. In adult tissues, expressed ubiquitously in the brain, detectable in the heart, liver, spleen, thymus, prostate, testis, ovary, small intestine and colon. The type A isoforms seem to be expressed predominantly in fetal brain whereas type B isoforms are expressed abundantly in both fetal and adult brain. {ECO:0000269|PubMed:10051403}."
141,O15084,ANR28_HUMAN,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK),
142,O15091,MRPP3_HUMAN,Mitochondrial ribonuclease P catalytic subunit (EC 3.1.26.5) (Mitochondrial ribonuclease P protein 3) (Mitochondrial RNase P protein 3) (Protein only RNase P catalytic subunit),
143,O15111,IKKA_HUMAN,Inhibitor of nuclear factor kappa-B kinase subunit alpha (I-kappa-B kinase alpha) (IKK-A) (IKK-alpha) (IkBKA) (IkappaB kinase) (EC 2.7.11.10) (Conserved helix-loop-helix ubiquitous kinase) (I-kappa-B kinase 1) (IKK-1) (IKK1) (Nuclear factor NF-kappa-B inhibitor kinase alpha) (NFKBIKA) (Transcription factor 16) (TCF-16),TISSUE SPECIFICITY: Widely expressed.
144,O15117,FYB1_HUMAN,FYN-binding protein 1 (Adhesion and degranulation promoting adaptor protein) (ADAP) (FYB-120/130) (p120/p130) (FYN-T-binding protein) (SLAP-130) (SLP-76-associated phosphoprotein),"TISSUE SPECIFICITY: Expressed in hematopoietic tissues such as myeloid and T-cells, spleen and thymus. Not expressed in B-cells, nor in non-lymphoid tissues."
145,O15118,NPC1_HUMAN,NPC intracellular cholesterol transporter 1 (Niemann-Pick C1 protein),
146,O15119,TBX3_HUMAN,T-box transcription factor TBX3 (T-box protein 3),TISSUE SPECIFICITY: Widely expressed.
147,O15120,PLCB_HUMAN,1-acyl-sn-glycerol-3-phosphate acyltransferase beta (EC 2.3.1.51) (1-acylglycerol-3-phosphate O-acyltransferase 2) (1-AGP acyltransferase 2) (1-AGPAT 2) (Lysophosphatidic acid acyltransferase beta) (LPAAT-beta),"TISSUE SPECIFICITY: Expressed predominantly in adipose tissue, pancreas and liver. {ECO:0000269|PubMed:21873652, ECO:0000269|PubMed:9242711}."
148,O15127,SCAM2_HUMAN,Secretory carrier-associated membrane protein 2 (Secretory carrier membrane protein 2),TISSUE SPECIFICITY: Widely expressed.
149,O15143,ARC1B_HUMAN,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),
150,O15144,ARPC2_HUMAN,Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),
151,O15145,ARPC3_HUMAN,Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC),
152,O15164,TIF1A_HUMAN,Transcription intermediary factor 1-alpha (TIF1-alpha) (EC 2.3.2.27) (E3 ubiquitin-protein ligase TRIM24) (RING finger protein 82) (RING-type E3 ubiquitin transferase TIF1-alpha) (Tripartite motif-containing protein 24),
153,O15173,PGRC2_HUMAN,Membrane-associated progesterone receptor component 2 (Progesterone membrane-binding protein) (Steroid receptor protein DG6),"TISSUE SPECIFICITY: Expressed by endometrial glands and stroma (at protein level) (PubMed:23793472). Detected in urine (at protein level) (PubMed:37453717). {ECO:0000269|PubMed:23793472, ECO:0000269|PubMed:37453717}."
154,O15204,ADEC1_HUMAN,ADAM DEC1 (EC 3.4.24.-) (A disintegrin and metalloproteinase domain-like protein decysin-1) (ADAM-like protein decysin-1),"TISSUE SPECIFICITY: Expressed highly in the small intestine and appendix, moderately in lymph node, mucosal lining of the colon, thymus, spleen and very weakly in the bone marrow. Predominantly expressed in dendritic cells (DC) of the germinal center. Weakly expressed in monocyte and highly expressed in macrophage. Absent in immature DC. {ECO:0000269|PubMed:14632642, ECO:0000269|PubMed:9271581}."
155,O15211,RGL2_HUMAN,Ral guanine nucleotide dissociation stimulator-like 2 (RalGDS-like 2) (RalGDS-like factor) (Ras-associated protein RAB2L),
156,O15212,PFD6_HUMAN,Prefoldin subunit 6 (Protein Ke2),
157,O15213,WDR46_HUMAN,WD repeat-containing protein 46 (WD repeat-containing protein BING4),
158,O15217,GSTA4_HUMAN,Glutathione S-transferase A4 (EC 2.5.1.18) (GST class-alpha member 4) (Glutathione S-transferase A4-4),"TISSUE SPECIFICITY: Expressed at a high level in brain, placenta, and skeletal muscle and much lower in lung and liver."
159,O15230,LAMA5_HUMAN,Laminin subunit alpha-5 (Laminin-10 subunit alpha) (Laminin-11 subunit alpha) (Laminin-15 subunit alpha),"TISSUE SPECIFICITY: Expressed in heart, lung, kidney, skeletal muscle, pancreas, retina and placenta. Little or no expression in brain and liver. Expressed in muscle, ligaments, periosteum, trabecular bone and throughout the cartilage, particularly in the growth plate and in articular chondrocytes (PubMed:33242826). {ECO:0000269|PubMed:33242826}."
160,O15239,NDUA1_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 (Complex I-MWFE) (CI-MWFE) (NADH-ubiquinone oxidoreductase MWFE subunit),TISSUE SPECIFICITY: Primarily expressed in heart and skeletal muscle.
161,O15240,VGF_HUMAN,Neurosecretory protein VGF [Cleaved into: Neuroendocrine regulatory peptide-1 (NERP-1); Neuroendocrine regulatory peptide-2 (NERP-2); VGF-derived peptide TLQP-21; VGF-derived peptide TLQP-62; Antimicrobial peptide VGF[554-577]],"TISSUE SPECIFICITY: Central and peripheral nervous systems, synthesized exclusively in neuronal and neuroendocrine cells. {ECO:0000269|PubMed:19194657}."
162,O15247,CLIC2_HUMAN,Chloride intracellular channel protein 2 (Glutaredoxin-like oxidoreductase CLIC2) (EC 1.8.-.-) (Glutaredoxin-like peroxidase CLIC2) (EC 1.11.1.-) (XAP121),"TISSUE SPECIFICITY: Expressed in adult and fetal brain, heart, skeletal muscle, liver, lung, and spleen. Detected in adult stomach and testis. Expressed in fetal thymus and kidney. {ECO:0000269|PubMed:15147738, ECO:0000269|PubMed:22814392}."
163,O15254,ACOX3_HUMAN,Peroxisomal acyl-coenzyme A oxidase 3 (EC 1.3.3.6) (Branched-chain acyl-CoA oxidase) (BRCACox) (Pristanoyl-CoA oxidase),
164,O15264,MK13_HUMAN,Mitogen-activated protein kinase 13 (MAP kinase 13) (MAPK 13) (EC 2.7.11.24) (Mitogen-activated protein kinase p38 delta) (MAP kinase p38 delta) (Stress-activated protein kinase 4),"TISSUE SPECIFICITY: Expressed in testes, pancreas, small intestine, lung and kidney. Abundant in macrophages, also present in neutrophils, CD4+ T-cells, and endothelial cells. {ECO:0000269|PubMed:10201954, ECO:0000269|PubMed:9374491}."
165,O15269,SPTC1_HUMAN,Serine palmitoyltransferase 1 (EC 2.3.1.50) (Long chain base biosynthesis protein 1) (LCB 1) (Serine-palmitoyl-CoA transferase 1) (SPT 1) (SPT1),TISSUE SPECIFICITY: Widely expressed. Not detected in small intestine. {ECO:0000269|PubMed:17023427}.
166,O15270,SPTC2_HUMAN,Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2),TISSUE SPECIFICITY: Widely expressed. {ECO:0000269|PubMed:17023427}.
167,O15273,TELT_HUMAN,Telethonin (Titin cap protein),TISSUE SPECIFICITY: Heart and skeletal muscle.
168,O15355,PPM1G_HUMAN,Protein phosphatase 1G (EC 3.1.3.16) (Protein phosphatase 1C) (Protein phosphatase 2C isoform gamma) (PP2C-gamma) (Protein phosphatase magnesium-dependent 1 gamma),"TISSUE SPECIFICITY: Widely expressed. Most abundant in testis, skeletal muscle, and heart."
169,O15371,EIF3D_HUMAN,Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta) (eIF3 p66),
170,O15381,NVL_HUMAN,Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein),"TISSUE SPECIFICITY: Widely expressed. Highest level of expression in heart, placenta, skeletal muscle, pancreas and retina. {ECO:0000269|PubMed:9286697}."
171,O15397,IPO8_HUMAN,Importin-8 (Imp8) (Ran-binding protein 8) (RanBP8),
172,O15400,STX7_HUMAN,Syntaxin-7,"TISSUE SPECIFICITY: Highest expression is found in placenta followed by heart, skeletal muscle, kidney and brain. Low expression is found in pancreas, lung and liver."
173,O15427,MOT4_HUMAN,Monocarboxylate transporter 4 (MCT 4) (Solute carrier family 16 member 3),TISSUE SPECIFICITY: Highly expressed in skeletal muscle. {ECO:0000269|PubMed:9425115}.
